0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
22.0,77.0,34.0,100.0,90.0,99.0,65.0,67.0,72.0,56.0,100.0,28.0,58.0,2.0,0.0,0.0,3.0
0.0,79.0,36.0,100.0,82.0,81.0,87.0,40.0,70.0,0.0,31.0,24.0,45.0,45.0,100.0,50.0,7.0
0.0,95.0,54.0,100.0,93.0,79.0,81.0,42.0,60.0,7.0,36.0,0.0,44.0,27.0,100.0,31.0,7.0
0.0,96.0,10.0,100.0,59.0,99.0,100.0,87.0,93.0,64.0,69.0,43.0,44.0,22.0,25.0,0.0,7.0
84.0,52.0,98.0,96.0,64.0,100.0,73.0,62.0,100.0,55.0,83.0,9.0,42.0,0.0,0.0,4.0,9.0
65.0,100.0,20.0,85.0,0.0,52.0,59.0,42.0,100.0,64.0,79.0,62.0,38.0,32.0,7.0,0.0,4.0
27.0,84.0,65.0,77.0,71.0,100.0,0.0,88.0,78.0,80.0,100.0,53.0,60.0,24.0,5.0,0.0,9.0
38.0,85.0,13.0,55.0,31.0,8.0,75.0,0.0,100.0,40.0,85.0,87.0,42.0,100.0,0.0,79.0,0.0
27.0,100.0,34.0,93.0,0.0,62.0,25.0,44.0,100.0,44.0,91.0,65.0,68.0,32.0,51.0,0.0,4.0
0.0,61.0,24.0,71.0,62.0,90.0,100.0,100.0,86.0,74.0,68.0,49.0,51.0,23.0,41.0,0.0,1.0
20.0,73.0,47.0,100.0,62.0,70.0,41.0,35.0,11.0,3.0,0.0,15.0,49.0,9.0,100.0,0.0,2.0
0.0,84.0,39.0,100.0,79.0,78.0,39.0,55.0,67.0,48.0,100.0,21.0,62.0,0.0,15.0,10.0,3.0
14.0,88.0,49.0,100.0,65.0,77.0,34.0,53.0,0.0,31.0,1.0,7.0,50.0,0.0,100.0,0.0,2.0
0.0,86.0,26.0,100.0,70.0,84.0,77.0,45.0,68.0,5.0,54.0,0.0,50.0,25.0,100.0,23.0,7.0
100.0,94.0,63.0,100.0,30.0,71.0,8.0,39.0,6.0,6.0,57.0,0.0,54.0,19.0,0.0,10.0,6.0
38.0,99.0,90.0,95.0,29.0,100.0,10.0,58.0,60.0,53.0,100.0,23.0,49.0,0.0,0.0,18.0,5.0
85.0,69.0,47.0,100.0,0.0,75.0,44.0,38.0,72.0,0.0,16.0,16.0,57.0,55.0,100.0,87.0,8.0
0.0,34.0,25.0,52.0,62.0,76.0,100.0,100.0,81.0,79.0,57.0,53.0,37.0,27.0,25.0,0.0,1.0
26.0,100.0,38.0,78.0,66.0,38.0,45.0,0.0,15.0,33.0,0.0,77.0,34.0,97.0,100.0,100.0,5.0
50.0,100.0,63.0,87.0,26.0,62.0,0.0,36.0,59.0,31.0,100.0,54.0,80.0,27.0,76.0,0.0,4.0
43.0,82.0,85.0,44.0,100.0,3.0,17.0,0.0,0.0,34.0,62.0,64.0,90.0,100.0,7.0,95.0,8.0
0.0,61.0,33.0,71.0,66.0,86.0,100.0,100.0,94.0,77.0,79.0,52.0,66.0,26.0,62.0,0.0,1.0
3.0,87.0,50.0,100.0,100.0,100.0,78.0,76.0,76.0,52.0,90.0,30.0,47.0,13.0,0.0,0.0,3.0
62.0,100.0,37.0,81.0,14.0,55.0,0.0,28.0,55.0,24.0,100.0,45.0,66.0,27.0,58.0,0.0,4.0
2.0,85.0,0.0,58.0,45.0,34.0,24.0,0.0,7.0,28.0,1.0,69.0,44.0,93.0,100.0,100.0,5.0
47.0,100.0,11.0,81.0,0.0,39.0,21.0,3.0,62.0,0.0,98.0,22.0,100.0,63.0,61.0,73.0,0.0
100.0,100.0,55.0,99.0,39.0,73.0,91.0,84.0,86.0,76.0,68.0,47.0,43.0,20.0,0.0,0.0,9.0
36.0,100.0,19.0,61.0,0.0,27.0,80.0,28.0,100.0,52.0,73.0,90.0,70.0,45.0,69.0,0.0,4.0
0.0,68.0,27.0,100.0,73.0,93.0,73.0,52.0,54.0,12.0,50.0,0.0,49.0,34.0,100.0,38.0,7.0
13.0,98.0,0.0,74.0,51.0,57.0,32.0,0.0,2.0,22.0,4.0,85.0,41.0,100.0,100.0,100.0,5.0
42.0,80.0,19.0,62.0,51.0,28.0,13.0,0.0,0.0,26.0,11.0,70.0,46.0,100.0,100.0,98.0,5.0
32.0,52.0,22.0,0.0,100.0,2.0,78.0,63.0,35.0,37.0,14.0,100.0,71.0,92.0,0.0,73.0,8.0
22.0,72.0,34.0,100.0,62.0,73.0,38.0,35.0,0.0,8.0,5.0,0.0,53.0,3.0,100.0,8.0,2.0
0.0,92.0,51.0,100.0,100.0,98.0,83.0,57.0,71.0,14.0,59.0,0.0,44.0,33.0,97.0,42.0,7.0
0.0,66.0,1.0,64.0,26.0,53.0,63.0,26.0,12.0,0.0,12.0,52.0,33.0,91.0,100.0,100.0,5.0
100.0,100.0,49.0,91.0,13.0,62.0,0.0,28.0,33.0,0.0,90.0,15.0,75.0,45.0,8.0,49.0,6.0
44.0,100.0,16.0,79.0,0.0,53.0,20.0,33.0,61.0,32.0,100.0,37.0,85.0,28.0,81.0,0.0,4.0
38.0,79.0,59.0,100.0,89.0,77.0,69.0,44.0,31.0,17.0,0.0,22.0,54.0,20.0,100.0,0.0,2.0
95.0,85.0,100.0,100.0,61.0,71.0,41.0,36.0,50.0,0.0,93.0,3.0,58.0,30.0,0.0,26.0,6.0
75.0,87.0,39.0,100.0,30.0,65.0,83.0,75.0,100.0,70.0,91.0,31.0,57.0,0.0,0.0,9.0,9.0
15.0,80.0,0.0,46.0,20.0,7.0,67.0,0.0,100.0,33.0,93.0,76.0,53.0,100.0,16.0,75.0,0.0
0.0,76.0,63.0,91.0,100.0,100.0,90.0,80.0,73.0,60.0,57.0,40.0,50.0,20.0,60.0,0.0,1.0
99.0,100.0,54.0,77.0,26.0,52.0,17.0,23.0,51.0,0.0,100.0,14.0,61.0,35.0,0.0,27.0,6.0
39.0,96.0,14.0,77.0,0.0,36.0,25.0,0.0,78.0,4.0,100.0,43.0,77.0,82.0,28.0,100.0,0.0
51.0,92.0,12.0,63.0,0.0,8.0,54.0,0.0,100.0,37.0,86.0,86.0,28.0,100.0,20.0,56.0,0.0
97.0,100.0,53.0,77.0,32.0,44.0,39.0,9.0,90.0,0.0,100.0,31.0,51.0,49.0,0.0,36.0,6.0
100.0,81.0,52.0,62.0,17.0,77.0,57.0,100.0,79.0,68.0,75.0,31.0,52.0,0.0,0.0,12.0,9.0
52.0,100.0,21.0,75.0,5.0,49.0,0.0,22.0,34.0,1.0,100.0,0.0,95.0,22.0,35.0,16.0,6.0
100.0,100.0,70.0,86.0,30.0,60.0,0.0,29.0,11.0,0.0,70.0,9.0,76.0,32.0,16.0,35.0,6.0
97.0,69.0,79.0,100.0,0.0,92.0,18.0,60.0,96.0,74.0,100.0,68.0,83.0,32.0,83.0,0.0,9.0
88.0,78.0,34.0,100.0,0.0,73.0,45.0,38.0,78.0,0.0,21.0,11.0,50.0,49.0,100.0,82.0,8.0
100.0,100.0,63.0,85.0,83.0,78.0,93.0,84.0,90.0,52.0,77.0,23.0,45.0,0.0,0.0,2.0,9.0
0.0,89.0,26.0,100.0,35.0,51.0,32.0,0.0,13.0,13.0,22.0,32.0,60.0,40.0,100.0,46.0,7.0
0.0,5.0,18.0,35.0,47.0,63.0,76.0,88.0,100.0,100.0,79.0,68.0,60.0,35.0,58.0,0.0,1.0
8.0,90.0,81.0,100.0,76.0,97.0,12.0,80.0,64.0,70.0,100.0,44.0,66.0,15.0,0.0,0.0,5.0
7.0,100.0,0.0,77.0,0.0,55.0,20.0,33.0,96.0,42.0,87.0,45.0,85.0,22.0,100.0,0.0,4.0
81.0,69.0,63.0,100.0,0.0,82.0,41.0,41.0,81.0,0.0,19.0,3.0,41.0,44.0,100.0,74.0,8.0
46.0,99.0,82.0,100.0,82.0,72.0,77.0,56.0,100.0,31.0,75.0,7.0,38.0,0.0,0.0,6.0,3.0
0.0,80.0,8.0,100.0,37.0,81.0,32.0,49.0,11.0,22.0,23.0,6.0,62.0,5.0,100.0,0.0,2.0
0.0,74.0,13.0,100.0,55.0,100.0,100.0,98.0,79.0,80.0,59.0,55.0,45.0,28.0,42.0,0.0,7.0
56.0,100.0,17.0,77.0,0.0,46.0,45.0,27.0,100.0,42.0,83.0,53.0,38.0,28.0,6.0,0.0,4.0
8.0,98.0,25.0,100.0,29.0,64.0,21.0,29.0,0.0,2.0,33.0,2.0,67.0,3.0,100.0,0.0,2.0
0.0,100.0,27.0,97.0,63.0,94.0,100.0,93.0,86.0,76.0,59.0,54.0,45.0,24.0,49.0,0.0,7.0
0.0,98.0,10.0,100.0,61.0,98.0,100.0,85.0,77.0,63.0,47.0,43.0,20.0,23.0,3.0,0.0,7.0
42.0,98.0,0.0,69.0,54.0,36.0,71.0,0.0,14.0,16.0,54.0,54.0,100.0,91.0,39.0,100.0,8.0
11.0,85.0,0.0,46.0,12.0,5.0,53.0,0.0,88.0,25.0,100.0,68.0,73.0,100.0,34.0,92.0,0.0
6.0,85.0,48.0,100.0,83.0,83.0,60.0,56.0,100.0,38.0,86.0,13.0,34.0,0.0,0.0,2.0,3.0
10.0,80.0,12.0,37.0,38.0,0.0,90.0,4.0,100.0,44.0,72.0,82.0,24.0,100.0,0.0,62.0,0.0
19.0,93.0,9.0,74.0,100.0,94.0,25.0,100.0,1.0,49.0,0.0,0.0,93.0,16.0,46.0,60.0,8.0
12.0,78.0,7.0,36.0,33.0,2.0,83.0,0.0,100.0,38.0,85.0,78.0,43.0,100.0,0.0,80.0,0.0
0.0,60.0,21.0,54.0,53.0,77.0,85.0,100.0,100.0,88.0,86.0,57.0,75.0,27.0,82.0,0.0,1.0
29.0,83.0,60.0,100.0,78.0,64.0,56.0,27.0,13.0,2.0,0.0,19.0,52.0,18.0,100.0,0.0,2.0
24.0,68.0,51.0,60.0,96.0,97.0,32.0,100.0,60.0,75.0,100.0,49.0,70.0,0.0,0.0,3.0,9.0
22.0,65.0,56.0,100.0,57.0,88.0,49.0,35.0,31.0,0.0,0.0,6.0,52.0,8.0,100.0,12.0,1.0
31.0,85.0,51.0,100.0,78.0,80.0,64.0,63.0,100.0,41.0,84.0,11.0,41.0,0.0,0.0,10.0,3.0
0.0,0.0,32.0,10.0,66.0,31.0,92.0,56.0,97.0,88.0,61.0,100.0,57.0,76.0,100.0,65.0,9.0
35.0,94.0,0.0,74.0,75.0,97.0,100.0,100.0,70.0,75.0,45.0,50.0,25.0,25.0,0.0,0.0,1.0
27.0,86.0,31.0,62.0,41.0,100.0,40.0,55.0,46.0,10.0,0.0,0.0,45.0,2.0,100.0,5.0,1.0
87.0,90.0,38.0,100.0,0.0,82.0,46.0,71.0,100.0,71.0,73.0,47.0,38.0,24.0,27.0,0.0,9.0
42.0,73.0,53.0,100.0,94.0,83.0,79.0,49.0,43.0,21.0,0.0,0.0,47.0,10.0,100.0,14.0,2.0
63.0,78.0,83.0,100.0,100.0,80.0,78.0,53.0,42.0,30.0,0.0,8.0,30.0,0.0,93.0,3.0,2.0
0.0,100.0,57.0,98.0,100.0,100.0,76.0,62.0,58.0,23.0,53.0,0.0,30.0,36.0,88.0,43.0,7.0
77.0,100.0,47.0,64.0,0.0,36.0,34.0,39.0,100.0,39.0,93.0,73.0,61.0,38.0,37.0,0.0,4.0
46.0,100.0,26.0,74.0,0.0,47.0,20.0,25.0,84.0,33.0,100.0,55.0,76.0,28.0,69.0,0.0,4.0
51.0,78.0,0.0,68.0,47.0,34.0,100.0,0.0,19.0,7.0,63.0,43.0,85.0,82.0,9.0,100.0,8.0
0.0,73.0,12.0,26.0,49.0,0.0,92.0,13.0,100.0,60.0,73.0,98.0,29.0,100.0,8.0,60.0,0.0
0.0,62.0,30.0,90.0,70.0,100.0,57.0,61.0,48.0,22.0,7.0,0.0,36.0,2.0,100.0,3.0,1.0
0.0,3.0,28.0,0.0,62.0,18.0,87.0,43.0,100.0,71.0,89.0,100.0,54.0,98.0,78.0,80.0,9.0
28.0,77.0,62.0,100.0,100.0,85.0,67.0,58.0,96.0,40.0,92.0,9.0,41.0,0.0,0.0,18.0,3.0
60.0,100.0,36.0,75.0,14.0,50.0,0.0,23.0,47.0,14.0,89.0,30.0,100.0,26.0,86.0,0.0,4.0
62.0,90.0,15.0,77.0,10.0,26.0,56.0,0.0,100.0,31.0,93.0,81.0,42.0,100.0,0.0,70.0,0.0
11.0,82.0,6.0,41.0,28.0,0.0,78.0,7.0,100.0,48.0,80.0,90.0,32.0,100.0,0.0,65.0,0.0
8.0,92.0,67.0,100.0,87.0,82.0,62.0,40.0,31.0,0.0,0.0,14.0,38.0,30.0,100.0,27.0,7.0
20.0,100.0,34.0,63.0,57.0,25.0,23.0,0.0,6.0,39.0,0.0,81.0,48.0,95.0,100.0,95.0,5.0
0.0,100.0,53.0,95.0,80.0,66.0,69.0,30.0,66.0,0.0,100.0,30.0,61.0,36.0,7.0,39.0,7.0
22.0,89.0,0.0,55.0,39.0,47.0,43.0,4.0,6.0,0.0,16.0,56.0,39.0,100.0,100.0,98.0,5.0
59.0,100.0,37.0,69.0,0.0,34.0,46.0,33.0,100.0,38.0,81.0,51.0,63.0,43.0,46.0,0.0,4.0
18.0,83.0,53.0,100.0,67.0,75.0,43.0,47.0,12.0,22.0,0.0,0.0,50.0,11.0,100.0,22.0,2.0
0.0,62.0,48.0,81.0,100.0,100.0,87.0,86.0,58.0,65.0,39.0,44.0,16.0,21.0,10.0,0.0,1.0
86.0,71.0,70.0,100.0,0.0,87.0,13.0,60.0,86.0,71.0,100.0,60.0,87.0,27.0,88.0,0.0,9.0
0.0,89.0,36.0,100.0,56.0,72.0,38.0,40.0,8.0,13.0,1.0,0.0,51.0,1.0,100.0,0.0,2.0
45.0,77.0,74.0,100.0,100.0,87.0,74.0,58.0,81.0,40.0,74.0,6.0,37.0,0.0,0.0,11.0,3.0
77.0,94.0,35.0,100.0,53.0,74.0,74.0,90.0,99.0,52.0,100.0,10.0,51.0,0.0,0.0,6.0,9.0
100.0,94.0,29.0,100.0,0.0,72.0,70.0,79.0,88.0,98.0,64.0,65.0,50.0,33.0,43.0,0.0,9.0
32.0,100.0,17.0,75.0,87.0,41.0,64.0,0.0,12.0,20.0,79.0,55.0,100.0,96.0,0.0,96.0,8.0
59.0,94.0,20.0,66.0,58.0,46.0,50.0,2.0,0.0,0.0,21.0,49.0,49.0,96.0,100.0,100.0,5.0
48.0,62.0,60.0,100.0,61.0,56.0,37.0,19.0,0.0,0.0,20.0,13.0,60.0,8.0,100.0,1.0,2.0
0.0,98.0,52.0,100.0,100.0,85.0,90.0,57.0,73.0,29.0,73.0,0.0,100.0,18.0,79.0,35.0,7.0
33.0,61.0,63.0,93.0,60.0,100.0,55.0,57.0,42.0,15.0,0.0,0.0,50.0,5.0,100.0,7.0,1.0
0.0,91.0,41.0,100.0,67.0,76.0,53.0,61.0,99.0,48.0,100.0,15.0,54.0,0.0,6.0,7.0,3.0
41.0,84.0,93.0,52.0,100.0,12.0,33.0,0.0,47.0,39.0,93.0,74.0,72.0,100.0,0.0,81.0,8.0
100.0,79.0,64.0,100.0,30.0,86.0,63.0,73.0,77.0,63.0,72.0,27.0,42.0,0.0,0.0,5.0,9.0
35.0,100.0,0.0,88.0,58.0,44.0,55.0,0.0,30.0,39.0,100.0,73.0,94.0,97.0,28.0,84.0,8.0
100.0,99.0,57.0,100.0,18.0,79.0,16.0,45.0,61.0,52.0,78.0,22.0,39.0,0.0,0.0,7.0,5.0
25.0,100.0,8.0,84.0,0.0,63.0,0.0,44.0,33.0,30.0,83.0,34.0,87.0,18.0,100.0,0.0,4.0
100.0,86.0,79.0,89.0,15.0,100.0,8.0,60.0,71.0,53.0,99.0,19.0,43.0,0.0,0.0,13.0,5.0
23.0,97.0,20.0,61.0,66.0,44.0,41.0,0.0,8.0,24.0,0.0,82.0,44.0,98.0,100.0,100.0,5.0
31.0,100.0,0.0,80.0,4.0,30.0,37.0,0.0,81.0,8.0,100.0,47.0,70.0,82.0,26.0,91.0,0.0
97.0,89.0,68.0,100.0,32.0,68.0,13.0,32.0,39.0,0.0,100.0,10.0,46.0,26.0,0.0,10.0,6.0
32.0,71.0,54.0,100.0,82.0,77.0,62.0,43.0,24.0,17.0,0.0,8.0,50.0,6.0,100.0,0.0,2.0
0.0,63.0,55.0,75.0,84.0,97.0,100.0,100.0,91.0,75.0,81.0,50.0,77.0,25.0,81.0,0.0,1.0
0.0,84.0,37.0,100.0,59.0,76.0,24.0,49.0,70.0,43.0,100.0,21.0,60.0,0.0,7.0,6.0,3.0
35.0,96.0,87.0,100.0,74.0,99.0,28.0,77.0,60.0,56.0,100.0,35.0,53.0,9.0,0.0,0.0,5.0
5.0,96.0,37.0,100.0,66.0,76.0,42.0,45.0,4.0,22.0,0.0,3.0,50.0,1.0,100.0,0.0,2.0
15.0,80.0,0.0,32.0,35.0,0.0,80.0,14.0,100.0,61.0,71.0,100.0,24.0,86.0,13.0,40.0,0.0
11.0,71.0,16.0,100.0,53.0,79.0,44.0,41.0,9.0,14.0,0.0,6.0,50.0,3.0,100.0,0.0,2.0
14.0,88.0,62.0,100.0,97.0,86.0,70.0,62.0,34.0,42.0,0.0,20.0,45.0,6.0,100.0,0.0,2.0
5.0,100.0,31.0,93.0,0.0,63.0,52.0,50.0,100.0,72.0,62.0,61.0,31.0,31.0,1.0,0.0,4.0
100.0,66.0,74.0,100.0,24.0,88.0,43.0,63.0,94.0,77.0,89.0,36.0,52.0,1.0,0.0,0.0,9.0
91.0,100.0,48.0,79.0,23.0,50.0,18.0,18.0,62.0,0.0,100.0,18.0,55.0,38.0,0.0,34.0,6.0
29.0,81.0,60.0,100.0,90.0,81.0,68.0,52.0,34.0,27.0,0.0,4.0,47.0,0.0,100.0,1.0,2.0
8.0,72.0,41.0,100.0,70.0,72.0,47.0,35.0,9.0,7.0,0.0,6.0,50.0,9.0,100.0,0.0,2.0
91.0,98.0,47.0,100.0,49.0,72.0,92.0,96.0,100.0,93.0,73.0,57.0,43.0,23.0,0.0,0.0,9.0
43.0,100.0,10.0,75.0,0.0,45.0,46.0,34.0,100.0,35.0,93.0,60.0,88.0,29.0,78.0,0.0,4.0
28.0,81.0,59.0,100.0,100.0,94.0,78.0,68.0,51.0,44.0,83.0,25.0,44.0,8.0,0.0,0.0,3.0
20.0,70.0,39.0,100.0,100.0,88.0,67.0,44.0,30.0,1.0,64.0,0.0,22.0,41.0,0.0,85.0,8.0
40.0,94.0,0.0,66.0,5.0,23.0,55.0,0.0,98.0,26.0,100.0,70.0,62.0,100.0,6.0,84.0,0.0
12.0,75.0,3.0,59.0,67.0,25.0,20.0,0.0,27.0,36.0,95.0,68.0,100.0,100.0,0.0,95.0,8.0
26.0,99.0,0.0,55.0,61.0,48.0,76.0,14.0,7.0,0.0,4.0,44.0,27.0,87.0,100.0,100.0,5.0
46.0,100.0,9.0,78.0,0.0,51.0,4.0,24.0,37.0,0.0,100.0,7.0,67.0,24.0,22.0,6.0,6.0
32.0,100.0,6.0,77.0,0.0,33.0,30.0,0.0,81.0,6.0,100.0,44.0,76.0,82.0,26.0,88.0,0.0
0.0,89.0,21.0,72.0,62.0,94.0,11.0,100.0,57.0,73.0,100.0,45.0,74.0,13.0,9.0,0.0,9.0
44.0,75.0,90.0,100.0,83.0,86.0,67.0,46.0,51.0,6.0,0.0,0.0,27.0,3.0,100.0,2.0,1.0
17.0,72.0,16.0,36.0,40.0,0.0,86.0,12.0,100.0,53.0,79.0,92.0,31.0,100.0,0.0,67.0,0.0
0.0,56.0,15.0,73.0,65.0,94.0,100.0,100.0,91.0,75.0,82.0,50.0,79.0,25.0,94.0,0.0,1.0
20.0,86.0,0.0,53.0,4.0,11.0,48.0,0.0,89.0,24.0,100.0,64.0,74.0,99.0,26.0,100.0,0.0
47.0,98.0,5.0,67.0,0.0,23.0,46.0,0.0,95.0,23.0,100.0,67.0,60.0,100.0,10.0,83.0,0.0
18.0,59.0,41.0,100.0,76.0,81.0,54.0,35.0,15.0,0.0,0.0,14.0,49.0,14.0,100.0,1.0,2.0
23.0,82.0,58.0,100.0,87.0,86.0,62.0,57.0,100.0,49.0,85.0,19.0,45.0,2.0,0.0,0.0,3.0
100.0,100.0,80.0,100.0,38.0,71.0,11.0,34.0,31.0,0.0,81.0,12.0,53.0,45.0,0.0,45.0,6.0
50.0,83.0,26.0,62.0,58.0,100.0,14.0,60.0,2.0,30.0,50.0,0.0,100.0,51.0,0.0,34.0,8.0
85.0,90.0,10.0,65.0,100.0,69.0,34.0,100.0,53.0,41.0,0.0,0.0,92.0,5.0,35.0,48.0,8.0
0.0,52.0,23.0,0.0,79.0,5.0,100.0,58.0,59.0,60.0,74.0,64.0,79.0,100.0,27.0,74.0,0.0
55.0,82.0,53.0,100.0,100.0,86.0,81.0,59.0,38.0,39.0,78.0,24.0,54.0,3.0,0.0,0.0,3.0
18.0,100.0,23.0,73.0,0.0,41.0,17.0,17.0,83.0,18.0,100.0,43.0,84.0,35.0,76.0,0.0,4.0
13.0,78.0,44.0,47.0,36.0,0.0,0.0,0.0,48.0,39.0,100.0,74.0,85.0,100.0,20.0,79.0,8.0
0.0,36.0,30.0,59.0,66.0,79.0,100.0,100.0,76.0,75.0,50.0,51.0,26.0,26.0,17.0,0.0,1.0
55.0,93.0,100.0,100.0,73.0,100.0,34.0,78.0,44.0,56.0,77.0,36.0,45.0,9.0,0.0,0.0,5.0
45.0,100.0,2.0,72.0,0.0,49.0,81.0,55.0,100.0,79.0,88.0,66.0,59.0,33.0,33.0,0.0,4.0
7.0,80.0,21.0,100.0,34.0,72.0,18.0,41.0,0.0,12.0,30.0,1.0,65.0,0.0,100.0,2.0,2.0
