0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.0,93.0,53.0,100.0,83.0,84.0,68.0,43.0,55.0,0.0,30.0,22.0,45.0,46.0,100.0,51.0,7.0
27.0,100.0,15.0,72.0,0.0,42.0,49.0,31.0,100.0,36.0,82.0,62.0,68.0,31.0,66.0,0.0,4.0
14.0,100.0,66.0,86.0,66.0,57.0,50.0,28.0,31.0,0.0,0.0,9.0,25.0,29.0,100.0,30.0,7.0
75.0,100.0,30.0,73.0,0.0,44.0,62.0,44.0,100.0,51.0,70.0,78.0,55.0,38.0,38.0,0.0,4.0
23.0,100.0,17.0,81.0,0.0,48.0,43.0,33.0,100.0,39.0,58.0,66.0,38.0,34.0,27.0,0.0,4.0
49.0,84.0,55.0,100.0,100.0,98.0,72.0,72.0,48.0,50.0,81.0,31.0,49.0,8.0,0.0,0.0,3.0
22.0,100.0,0.0,80.0,19.0,55.0,73.0,48.0,100.0,68.0,63.0,57.0,41.0,29.0,26.0,0.0,4.0
0.0,80.0,39.0,100.0,73.0,83.0,38.0,57.0,60.0,42.0,100.0,22.0,62.0,1.0,9.0,0.0,3.0
15.0,58.0,80.0,78.0,100.0,100.0,88.0,69.0,73.0,38.0,56.0,7.0,0.0,0.0,98.0,4.0,1.0
100.0,100.0,76.0,95.0,50.0,72.0,26.0,49.0,6.0,26.0,0.0,0.0,46.0,2.0,25.0,20.0,6.0
23.0,100.0,9.0,78.0,0.0,45.0,57.0,28.0,100.0,38.0,58.0,62.0,42.0,32.0,43.0,0.0,4.0
0.0,85.0,43.0,100.0,68.0,87.0,50.0,61.0,92.0,44.0,100.0,14.0,55.0,0.0,8.0,8.0,3.0
61.0,59.0,100.0,80.0,66.0,100.0,15.0,85.0,0.0,55.0,55.0,48.0,87.0,32.0,71.0,0.0,9.0
100.0,100.0,54.0,81.0,19.0,59.0,0.0,34.0,11.0,9.0,71.0,0.0,84.0,17.0,17.0,17.0,6.0
22.0,100.0,34.0,75.0,0.0,43.0,38.0,41.0,100.0,38.0,97.0,68.0,91.0,32.0,72.0,0.0,4.0
0.0,58.0,36.0,71.0,87.0,91.0,100.0,100.0,87.0,75.0,77.0,50.0,72.0,25.0,77.0,0.0,1.0
52.0,75.0,69.0,100.0,93.0,77.0,68.0,43.0,34.0,15.0,0.0,1.0,50.0,2.0,100.0,0.0,2.0
56.0,97.0,41.0,63.0,69.0,26.0,29.0,0.0,6.0,28.0,0.0,72.0,45.0,94.0,100.0,100.0,5.0
88.0,99.0,18.0,100.0,0.0,69.0,75.0,81.0,100.0,95.0,86.0,62.0,73.0,30.0,76.0,0.0,9.0
24.0,66.0,55.0,84.0,100.0,100.0,79.0,80.0,52.0,60.0,29.0,40.0,12.0,20.0,0.0,0.0,1.0
47.0,100.0,11.0,83.0,0.0,50.0,57.0,37.0,100.0,54.0,81.0,58.0,45.0,30.0,19.0,0.0,4.0
31.0,67.0,40.0,100.0,81.0,97.0,69.0,53.0,39.0,15.0,0.0,1.0,49.0,5.0,100.0,0.0,2.0
100.0,77.0,61.0,100.0,21.0,79.0,71.0,70.0,81.0,73.0,78.0,33.0,53.0,0.0,0.0,2.0,9.0
25.0,40.0,21.0,0.0,60.0,4.0,89.0,35.0,100.0,75.0,71.0,100.0,30.0,90.0,0.0,63.0,0.0
0.0,65.0,51.0,74.0,87.0,96.0,100.0,100.0,78.0,75.0,54.0,50.0,32.0,25.0,12.0,0.0,1.0
51.0,60.0,47.0,100.0,16.0,68.0,75.0,35.0,83.0,0.0,0.0,2.0,31.0,39.0,100.0,68.0,8.0
0.0,55.0,39.0,74.0,76.0,95.0,100.0,100.0,87.0,75.0,72.0,50.0,61.0,25.0,57.0,0.0,1.0
22.0,99.0,7.0,64.0,0.0,25.0,36.0,0.0,83.0,27.0,100.0,64.0,76.0,100.0,19.0,95.0,0.0
60.0,82.0,21.0,74.0,0.0,25.0,34.0,0.0,82.0,27.0,100.0,75.0,54.0,100.0,14.0,75.0,0.0
15.0,79.0,8.0,36.0,37.0,0.0,89.0,21.0,100.0,63.0,73.0,100.0,21.0,82.0,0.0,43.0,0.0
45.0,98.0,82.0,100.0,72.0,57.0,42.0,22.0,0.0,0.0,3.0,2.0,52.0,4.0,100.0,6.0,2.0
100.0,100.0,71.0,94.0,38.0,70.0,11.0,42.0,0.0,13.0,40.0,0.0,51.0,26.0,5.0,23.0,6.0
12.0,73.0,29.0,100.0,70.0,87.0,51.0,53.0,13.0,28.0,0.0,4.0,50.0,0.0,100.0,0.0,2.0
30.0,85.0,20.0,66.0,74.0,38.0,46.0,0.0,0.0,17.0,0.0,65.0,31.0,100.0,100.0,98.0,5.0
22.0,100.0,0.0,70.0,28.0,44.0,83.0,47.0,100.0,79.0,71.0,61.0,45.0,30.0,19.0,0.0,4.0
33.0,66.0,72.0,86.0,100.0,100.0,76.0,71.0,70.0,40.0,55.0,10.0,0.0,0.0,13.0,6.0,1.0
0.0,48.0,36.0,61.0,69.0,78.0,100.0,100.0,95.0,94.0,70.0,64.0,48.0,34.0,33.0,0.0,1.0
14.0,86.0,50.0,100.0,73.0,80.0,39.0,53.0,0.0,28.0,0.0,4.0,58.0,1.0,100.0,0.0,2.0
100.0,84.0,55.0,99.0,4.0,72.0,49.0,33.0,43.0,0.0,0.0,28.0,41.0,69.0,97.0,100.0,8.0
100.0,100.0,38.0,87.0,25.0,72.0,19.0,58.0,12.0,43.0,6.0,28.0,0.0,14.0,6.0,0.0,1.0
34.0,100.0,5.0,59.0,0.0,46.0,100.0,47.0,94.0,81.0,64.0,86.0,62.0,43.0,50.0,0.0,4.0
74.0,95.0,21.0,75.0,0.0,36.0,20.0,0.0,75.0,25.0,100.0,64.0,78.0,100.0,19.0,82.0,0.0
100.0,100.0,61.0,91.0,30.0,70.0,7.0,41.0,11.0,7.0,48.0,0.0,39.0,20.0,0.0,22.0,6.0
54.0,69.0,78.0,100.0,70.0,55.0,39.0,18.0,0.0,0.0,16.0,23.0,58.0,18.0,100.0,10.0,2.0
0.0,88.0,37.0,100.0,78.0,81.0,76.0,41.0,78.0,0.0,31.0,17.0,47.0,37.0,100.0,43.0,7.0
37.0,94.0,53.0,48.0,41.0,6.0,0.0,0.0,4.0,45.0,17.0,90.0,57.0,100.0,100.0,100.0,5.0
100.0,97.0,49.0,100.0,11.0,82.0,10.0,51.0,54.0,52.0,76.0,29.0,47.0,5.0,0.0,0.0,5.0
92.0,100.0,57.0,80.0,21.0,53.0,0.0,22.0,37.0,0.0,100.0,14.0,76.0,37.0,7.0,32.0,6.0
13.0,92.0,6.0,38.0,34.0,0.0,79.0,8.0,100.0,55.0,79.0,100.0,34.0,100.0,0.0,66.0,0.0
46.0,85.0,36.0,68.0,84.0,79.0,42.0,100.0,79.0,65.0,100.0,23.0,53.0,0.0,0.0,8.0,9.0
0.0,56.0,40.0,72.0,79.0,90.0,100.0,100.0,86.0,74.0,70.0,49.0,55.0,23.0,45.0,0.0,1.0
2.0,91.0,44.0,100.0,91.0,82.0,52.0,55.0,62.0,54.0,100.0,27.0,56.0,3.0,0.0,0.0,3.0
0.0,0.0,51.0,9.0,87.0,37.0,100.0,70.0,72.0,100.0,14.0,94.0,36.0,65.0,99.0,58.0,9.0
100.0,86.0,47.0,100.0,0.0,73.0,42.0,43.0,85.0,15.0,28.0,0.0,37.0,36.0,84.0,66.0,8.0
5.0,68.0,23.0,100.0,63.0,78.0,55.0,32.0,14.0,4.0,0.0,15.0,50.0,10.0,100.0,0.0,2.0
14.0,78.0,44.0,100.0,63.0,79.0,41.0,52.0,13.0,29.0,0.0,2.0,50.0,0.0,100.0,8.0,2.0
46.0,99.0,7.0,100.0,37.0,80.0,56.0,97.0,90.0,64.0,100.0,24.0,57.0,0.0,0.0,6.0,9.0
79.0,100.0,31.0,77.0,0.0,51.0,68.0,43.0,100.0,68.0,76.0,53.0,41.0,27.0,14.0,0.0,4.0
24.0,91.0,49.0,100.0,68.0,84.0,51.0,59.0,78.0,37.0,100.0,15.0,56.0,1.0,0.0,0.0,3.0
90.0,100.0,52.0,82.0,22.0,54.0,0.0,24.0,24.0,0.0,82.0,5.0,100.0,23.0,42.0,22.0,6.0
15.0,87.0,46.0,100.0,87.0,83.0,49.0,59.0,87.0,47.0,100.0,19.0,54.0,0.0,0.0,1.0,3.0
0.0,94.0,45.0,100.0,92.0,79.0,83.0,37.0,56.0,0.0,36.0,16.0,44.0,44.0,100.0,45.0,7.0
53.0,94.0,100.0,100.0,60.0,90.0,28.0,65.0,42.0,52.0,72.0,35.0,46.0,7.0,0.0,0.0,5.0
100.0,100.0,56.0,93.0,23.0,65.0,0.0,31.0,18.0,0.0,65.0,4.0,61.0,22.0,17.0,9.0,6.0
100.0,100.0,57.0,78.0,29.0,51.0,22.0,19.0,61.0,0.0,97.0,21.0,57.0,40.0,0.0,35.0,6.0
17.0,36.0,37.0,4.0,72.0,0.0,100.0,29.0,92.0,75.0,62.0,100.0,26.0,96.0,0.0,66.0,0.0
36.0,70.0,42.0,100.0,69.0,70.0,55.0,32.0,19.0,3.0,0.0,8.0,50.0,9.0,100.0,0.0,2.0
13.0,83.0,42.0,100.0,59.0,67.0,35.0,34.0,0.0,27.0,30.0,32.0,65.0,11.0,100.0,0.0,2.0
0.0,52.0,33.0,67.0,68.0,82.0,100.0,100.0,94.0,77.0,82.0,50.0,69.0,23.0,72.0,0.0,1.0
21.0,100.0,1.0,76.0,0.0,47.0,65.0,41.0,100.0,58.0,83.0,61.0,75.0,30.0,75.0,0.0,4.0
24.0,90.0,0.0,69.0,43.0,39.0,45.0,0.0,13.0,17.0,21.0,62.0,43.0,99.0,100.0,100.0,5.0
41.0,87.0,0.0,63.0,62.0,62.0,84.0,24.0,8.0,0.0,6.0,44.0,11.0,93.0,100.0,100.0,5.0
43.0,100.0,86.0,85.0,72.0,56.0,51.0,28.0,40.0,0.0,0.0,23.0,28.0,38.0,100.0,42.0,7.0
4.0,94.0,7.0,42.0,35.0,0.0,82.0,11.0,100.0,58.0,73.0,100.0,25.0,93.0,0.0,49.0,0.0
19.0,75.0,0.0,37.0,31.0,0.0,79.0,26.0,100.0,71.0,57.0,100.0,7.0,75.0,7.0,32.0,0.0
3.0,69.0,0.0,18.0,37.0,0.0,77.0,13.0,100.0,54.0,80.0,97.0,41.0,100.0,21.0,61.0,0.0
19.0,100.0,42.0,95.0,7.0,58.0,0.0,44.0,83.0,34.0,86.0,68.0,90.0,34.0,100.0,0.0,4.0
0.0,56.0,34.0,68.0,69.0,83.0,100.0,100.0,97.0,75.0,87.0,50.0,78.0,24.0,76.0,0.0,1.0
9.0,93.0,0.0,54.0,12.0,15.0,62.0,0.0,99.0,29.0,100.0,70.0,64.0,100.0,26.0,78.0,0.0
42.0,96.0,100.0,100.0,80.0,98.0,32.0,76.0,58.0,60.0,86.0,28.0,48.0,0.0,0.0,14.0,5.0
0.0,71.0,29.0,100.0,70.0,88.0,65.0,38.0,28.0,10.0,11.0,16.0,56.0,11.0,100.0,0.0,2.0
39.0,100.0,10.0,72.0,0.0,39.0,68.0,25.0,100.0,48.0,96.0,65.0,72.0,33.0,68.0,0.0,4.0
0.0,82.0,35.0,100.0,73.0,84.0,65.0,46.0,32.0,19.0,14.0,23.0,59.0,16.0,100.0,0.0,2.0
64.0,86.0,47.0,96.0,100.0,100.0,90.0,63.0,50.0,35.0,0.0,14.0,32.0,15.0,86.0,0.0,2.0
62.0,100.0,39.0,79.0,0.0,52.0,13.0,39.0,80.0,44.0,100.0,63.0,86.0,32.0,71.0,0.0,4.0
23.0,88.0,52.0,100.0,51.0,67.0,30.0,38.0,0.0,16.0,27.0,8.0,64.0,3.0,100.0,0.0,2.0
100.0,100.0,33.0,95.0,0.0,60.0,47.0,28.0,48.0,0.0,5.0,21.0,40.0,59.0,87.0,92.0,8.0
0.0,0.0,42.0,11.0,83.0,34.0,100.0,68.0,77.0,100.0,29.0,99.0,41.0,69.0,90.0,61.0,9.0
58.0,100.0,100.0,93.0,96.0,69.0,54.0,58.0,83.0,45.0,81.0,17.0,45.0,0.0,0.0,3.0,3.0
26.0,73.0,35.0,100.0,100.0,97.0,78.0,68.0,46.0,35.0,26.0,0.0,0.0,31.0,52.0,30.0,7.0
13.0,78.0,38.0,100.0,41.0,68.0,24.0,36.0,0.0,10.0,33.0,3.0,68.0,0.0,100.0,3.0,2.0
47.0,87.0,75.0,100.0,80.0,73.0,85.0,54.0,100.0,31.0,74.0,8.0,38.0,0.0,0.0,5.0,3.0
7.0,54.0,43.0,76.0,76.0,100.0,100.0,99.0,78.0,74.0,57.0,49.0,28.0,24.0,0.0,0.0,1.0
26.0,89.0,0.0,74.0,1.0,30.0,35.0,0.0,80.0,10.0,100.0,50.0,86.0,92.0,46.0,100.0,0.0
82.0,100.0,49.0,85.0,19.0,61.0,0.0,34.0,51.0,36.0,100.0,51.0,81.0,27.0,69.0,0.0,4.0
7.0,89.0,54.0,100.0,69.0,76.0,40.0,52.0,91.0,45.0,100.0,19.0,52.0,6.0,0.0,0.0,3.0
19.0,63.0,76.0,69.0,100.0,100.0,38.0,94.0,0.0,64.0,63.0,62.0,88.0,41.0,73.0,0.0,9.0
0.0,89.0,44.0,100.0,100.0,73.0,88.0,35.0,46.0,0.0,12.0,9.0,11.0,35.0,92.0,34.0,7.0
100.0,100.0,49.0,92.0,19.0,64.0,12.0,31.0,39.0,3.0,91.0,0.0,56.0,22.0,0.0,24.0,6.0
48.0,63.0,42.0,100.0,94.0,99.0,94.0,62.0,90.0,54.0,100.0,19.0,51.0,0.0,0.0,11.0,3.0
0.0,80.0,22.0,100.0,24.0,66.0,7.0,34.0,0.0,14.0,34.0,9.0,69.0,4.0,100.0,0.0,2.0
62.0,100.0,22.0,78.0,0.0,44.0,2.0,6.0,48.0,0.0,88.0,24.0,100.0,60.0,63.0,80.0,0.0
11.0,77.0,33.0,100.0,50.0,79.0,27.0,52.0,0.0,28.0,11.0,7.0,55.0,3.0,100.0,0.0,2.0
60.0,56.0,56.0,100.0,0.0,79.0,46.0,38.0,100.0,0.0,45.0,1.0,39.0,48.0,91.0,86.0,8.0
45.0,100.0,68.0,64.0,100.0,24.0,39.0,0.0,5.0,33.0,68.0,65.0,85.0,97.0,0.0,97.0,8.0
66.0,88.0,100.0,70.0,83.0,100.0,42.0,70.0,96.0,71.0,95.0,38.0,64.0,0.0,0.0,1.0,9.0
49.0,100.0,16.0,63.0,0.0,17.0,36.0,0.0,79.0,22.0,100.0,66.0,63.0,90.0,23.0,69.0,0.0
48.0,100.0,20.0,80.0,0.0,51.0,55.0,43.0,100.0,56.0,90.0,62.0,86.0,30.0,73.0,0.0,4.0
26.0,100.0,0.0,83.0,23.0,51.0,83.0,42.0,100.0,55.0,79.0,84.0,56.0,42.0,37.0,0.0,4.0
17.0,97.0,25.0,59.0,85.0,100.0,0.0,82.0,27.0,51.0,23.0,0.0,100.0,36.0,19.0,33.0,8.0
69.0,82.0,0.0,100.0,22.0,64.0,96.0,36.0,96.0,0.0,33.0,20.0,93.0,53.0,100.0,79.0,8.0
10.0,89.0,56.0,100.0,76.0,61.0,65.0,16.0,37.0,0.0,0.0,31.0,50.0,30.0,100.0,30.0,7.0
0.0,80.0,53.0,100.0,100.0,77.0,70.0,38.0,32.0,2.0,9.0,0.0,19.0,27.0,89.0,34.0,7.0
100.0,91.0,71.0,100.0,38.0,83.0,78.0,87.0,88.0,70.0,64.0,42.0,35.0,18.0,0.0,0.0,9.0
75.0,100.0,30.0,89.0,1.0,51.0,0.0,9.0,57.0,0.0,100.0,27.0,45.0,39.0,10.0,11.0,6.0
0.0,0.0,36.0,9.0,69.0,28.0,91.0,51.0,100.0,78.0,81.0,100.0,47.0,86.0,64.0,63.0,9.0
16.0,69.0,8.0,28.0,43.0,0.0,87.0,23.0,100.0,64.0,75.0,100.0,25.0,94.0,0.0,57.0,0.0
20.0,100.0,14.0,70.0,0.0,40.0,3.0,16.0,77.0,22.0,100.0,45.0,96.0,30.0,96.0,0.0,4.0
100.0,100.0,60.0,86.0,26.0,58.0,0.0,28.0,16.0,0.0,73.0,9.0,56.0,31.0,3.0,16.0,6.0
70.0,94.0,98.0,100.0,100.0,79.0,70.0,61.0,75.0,35.0,62.0,12.0,26.0,0.0,0.0,0.0,3.0
0.0,100.0,33.0,100.0,67.0,99.0,100.0,94.0,89.0,68.0,67.0,44.0,51.0,17.0,50.0,0.0,7.0
49.0,74.0,14.0,40.0,28.0,0.0,78.0,14.0,100.0,56.0,71.0,93.0,18.0,100.0,0.0,64.0,0.0
29.0,100.0,0.0,70.0,35.0,48.0,82.0,61.0,100.0,96.0,71.0,65.0,41.0,33.0,16.0,0.0,4.0
13.0,65.0,73.0,34.0,94.0,0.0,0.0,0.0,27.0,34.0,82.0,65.0,100.0,100.0,27.0,77.0,8.0
55.0,80.0,68.0,100.0,85.0,77.0,68.0,49.0,100.0,28.0,80.0,2.0,34.0,0.0,0.0,21.0,3.0
0.0,97.0,49.0,100.0,100.0,95.0,89.0,60.0,60.0,28.0,30.0,0.0,24.0,36.0,77.0,39.0,7.0
0.0,90.0,60.0,100.0,100.0,83.0,72.0,47.0,40.0,13.0,4.0,0.0,25.0,29.0,92.0,29.0,7.0
30.0,86.0,46.0,59.0,52.0,18.0,9.0,0.0,0.0,30.0,11.0,74.0,52.0,94.0,100.0,100.0,5.0
4.0,79.0,65.0,100.0,67.0,86.0,67.0,58.0,67.0,29.0,23.0,5.0,0.0,0.0,100.0,5.0,1.0
28.0,58.0,25.0,97.0,68.0,100.0,69.0,59.0,44.0,22.0,0.0,0.0,47.0,10.0,100.0,1.0,2.0
0.0,94.0,73.0,100.0,81.0,64.0,56.0,27.0,47.0,0.0,5.0,34.0,19.0,45.0,100.0,45.0,7.0
11.0,100.0,12.0,69.0,60.0,44.0,38.0,0.0,4.0,29.0,0.0,79.0,35.0,99.0,100.0,99.0,5.0
63.0,88.0,84.0,100.0,93.0,67.0,69.0,34.0,28.0,8.0,0.0,14.0,51.0,19.0,100.0,0.0,2.0
22.0,94.0,0.0,92.0,27.0,100.0,100.0,99.0,68.0,51.0,48.0,0.0,24.0,24.0,94.0,36.0,7.0
0.0,64.0,2.0,26.0,35.0,0.0,77.0,12.0,100.0,46.0,96.0,85.0,58.0,100.0,19.0,80.0,0.0
57.0,70.0,81.0,100.0,72.0,71.0,60.0,35.0,50.0,0.0,0.0,4.0,49.0,6.0,100.0,9.0,1.0
0.0,89.0,50.0,100.0,85.0,78.0,70.0,39.0,56.0,0.0,30.0,13.0,43.0,35.0,100.0,45.0,7.0
6.0,100.0,12.0,82.0,0.0,50.0,3.0,22.0,100.0,29.0,86.0,48.0,55.0,32.0,67.0,0.0,4.0
34.0,87.0,51.0,100.0,99.0,84.0,51.0,54.0,100.0,54.0,100.0,18.0,35.0,0.0,0.0,16.0,3.0
96.0,84.0,49.0,76.0,12.0,91.0,74.0,100.0,100.0,75.0,78.0,47.0,45.0,21.0,0.0,0.0,9.0
85.0,82.0,16.0,71.0,21.0,100.0,78.0,100.0,88.0,64.0,100.0,28.0,70.0,0.0,0.0,13.0,9.0
0.0,86.0,7.0,95.0,64.0,100.0,100.0,87.0,86.0,65.0,66.0,43.0,48.0,22.0,51.0,0.0,7.0
100.0,100.0,52.0,87.0,17.0,60.0,0.0,29.0,17.0,0.0,71.0,4.0,58.0,29.0,0.0,30.0,6.0
7.0,64.0,57.0,80.0,100.0,100.0,87.0,85.0,74.0,59.0,67.0,34.0,52.0,9.0,0.0,0.0,1.0
51.0,100.0,25.0,74.0,0.0,47.0,57.0,42.0,100.0,46.0,80.0,72.0,70.0,35.0,56.0,0.0,4.0
24.0,91.0,82.0,100.0,88.0,95.0,33.0,82.0,51.0,51.0,100.0,32.0,53.0,4.0,0.0,0.0,5.0
0.0,82.0,30.0,100.0,64.0,78.0,50.0,38.0,55.0,0.0,25.0,35.0,46.0,46.0,100.0,44.0,7.0
62.0,83.0,27.0,69.0,70.0,26.0,47.0,0.0,0.0,34.0,63.0,66.0,100.0,98.0,19.0,100.0,8.0
3.0,97.0,39.0,100.0,100.0,79.0,63.0,39.0,27.0,0.0,76.0,7.0,92.0,33.0,0.0,35.0,7.0
32.0,100.0,0.0,72.0,1.0,39.0,50.0,32.0,100.0,35.0,87.0,59.0,77.0,32.0,58.0,0.0,4.0
44.0,69.0,70.0,100.0,89.0,75.0,59.0,40.0,19.0,14.0,0.0,13.0,51.0,11.0,100.0,0.0,2.0
89.0,79.0,48.0,100.0,21.0,71.0,51.0,34.0,40.0,0.0,0.0,18.0,49.0,47.0,100.0,77.0,8.0
87.0,75.0,53.0,100.0,0.0,81.0,40.0,61.0,81.0,78.0,100.0,41.0,77.0,5.0,16.0,0.0,9.0
14.0,87.0,44.0,65.0,71.0,100.0,0.0,87.0,44.0,69.0,94.0,72.0,100.0,23.0,36.0,0.0,9.0
27.0,97.0,0.0,57.0,6.0,14.0,58.0,0.0,100.0,30.0,100.0,72.0,57.0,100.0,11.0,74.0,0.0
55.0,100.0,16.0,79.0,0.0,39.0,5.0,0.0,61.0,1.0,100.0,31.0,67.0,61.0,5.0,67.0,0.0
33.0,95.0,29.0,61.0,71.0,39.0,38.0,0.0,0.0,15.0,10.0,71.0,45.0,98.0,100.0,100.0,5.0
15.0,52.0,29.0,87.0,31.0,100.0,31.0,64.0,29.0,27.0,0.0,1.0,40.0,0.0,100.0,1.0,1.0
10.0,100.0,0.0,76.0,21.0,48.0,81.0,52.0,100.0,73.0,88.0,65.0,86.0,32.0,88.0,0.0,4.0
0.0,100.0,24.0,98.0,99.0,100.0,100.0,90.0,59.0,70.0,33.0,47.0,19.0,23.0,28.0,0.0,7.0
28.0,100.0,13.0,76.0,0.0,47.0,59.0,38.0,100.0,60.0,92.0,58.0,79.0,28.0,65.0,0.0,4.0
26.0,100.0,85.0,99.0,89.0,65.0,59.0,31.0,37.0,0.0,0.0,31.0,23.0,48.0,100.0,49.0,7.0
70.0,98.0,100.0,100.0,49.0,96.0,25.0,62.0,63.0,53.0,78.0,24.0,39.0,0.0,0.0,5.0,5.0
77.0,100.0,31.0,73.0,0.0,50.0,68.0,51.0,100.0,56.0,69.0,82.0,46.0,41.0,23.0,0.0,4.0
20.0,63.0,42.0,100.0,36.0,88.0,30.0,46.0,23.0,4.0,0.0,2.0,50.0,0.0,100.0,4.0,1.0
0.0,0.0,39.0,10.0,76.0,29.0,99.0,55.0,100.0,84.0,64.0,100.0,34.0,81.0,77.0,68.0,9.0
100.0,100.0,48.0,88.0,14.0,60.0,0.0,28.0,26.0,0.0,75.0,11.0,58.0,42.0,5.0,49.0,6.0
20.0,81.0,0.0,39.0,22.0,0.0,68.0,5.0,100.0,37.0,89.0,83.0,47.0,100.0,14.0,68.0,0.0
100.0,100.0,76.0,77.0,55.0,54.0,35.0,29.0,31.0,2.0,67.0,0.0,41.0,18.0,0.0,22.0,6.0
74.0,100.0,72.0,59.0,16.0,57.0,45.0,95.0,96.0,84.0,100.0,36.0,61.0,0.0,0.0,3.0,9.0
